Entity,Code,Year,Renewables (% equivalent primary energy)
Africa (BP),,1999,6.8363028
Africa (BP),,2000,7.1749406
Africa (BP),,2001,7.41413
Africa (BP),,2002,7.6197057
Africa (BP),,2003,7.056476
Africa (BP),,2004,6.950178
Africa (BP),,2005,7.004725
Africa (BP),,2006,7.125098
Africa (BP),,2007,7.0290914
Africa (BP),,2008,6.73045
Africa (BP),,2009,6.7835674
Africa (BP),,2010,7.106614
Africa (BP),,2011,7.2368093
Africa (BP),,2012,7.0023284
Africa (BP),,2013,7.207865
Africa (BP),,2014,7.5212083
Africa (BP),,2015,7.4785933
Africa (BP),,2016,7.3201394
Africa (BP),,2017,7.7515693
Africa (BP),,2018,8.187628
Africa (BP),,2019,8.574492
Africa (BP),,2020,9.644047
Africa (BP),,2021,9.574978
Algeria,DZA,1965,4.7630677
Algeria,DZA,1966,3.518747
Algeria,DZA,1967,4.2919536
Algeria,DZA,1968,5.4861946
Algeria,DZA,1969,3.1827636
Algeria,DZA,1970,4.6656837
Algeria,DZA,1971,2.4559188
Algeria,DZA,1972,3.2783434
Algeria,DZA,1973,4.175826
Algeria,DZA,1974,2.494738
Algeria,DZA,1975,1.3782818
Algeria,DZA,1976,1.4010223
Algeria,DZA,1977,0.88172823
Algeria,DZA,1978,0.6521151
Algeria,DZA,1979,0.5792936
Algeria,DZA,1980,0.4290016
Algeria,DZA,1981,0.5029403
Algeria,DZA,1982,0.57087004
Algeria,DZA,1983,0.25644946
Algeria,DZA,1984,0.51367354
Algeria,DZA,1985,0.72826535
Algeria,DZA,1986,0.26640448
Algeria,DZA,1987,0.5174273
Algeria,DZA,1988,0.17717436
Algeria,DZA,1989,0.22495823
Algeria,DZA,1990,0.1267387
Algeria,DZA,1991,0.277607
Algeria,DZA,1992,0.18375747
Algeria,DZA,1993,0.35028014
Algeria,DZA,1994,0.16257899
Algeria,DZA,1995,0.1822476
Algeria,DZA,1996,0.1288034
Algeria,DZA,1997,0.0744559
Algeria,DZA,1998,0.20617962
Algeria,DZA,1999,0.19274342
Algeria,DZA,2000,0.053235482
Algeria,DZA,2001,0.065218486
Algeria,DZA,2002,0.05167677
Algeria,DZA,2003,0.228104
Algeria,DZA,2004,0.2067869
Algeria,DZA,2005,0.43411878
Algeria,DZA,2006,0.16327195
Algeria,DZA,2007,0.15990457
Algeria,DZA,2008,0.1877543
Algeria,DZA,2009,0.21278548
Algeria,DZA,2010,0.11513238
Algeria,DZA,2011,0.2352599
Algeria,DZA,2012,0.22453195
Algeria,DZA,2013,0.064763196
Algeria,DZA,2014,0.117502466
Algeria,DZA,2015,0.096813366
Algeria,DZA,2016,0.14580712
Algeria,DZA,2017,0.24701829
Algeria,DZA,2018,0.28767928
Algeria,DZA,2019,0.29474697
Algeria,DZA,2020,0.29789943
Algeria,DZA,2021,0.26136735
Argentina,ARG,1965,1.1027236
Argentina,ARG,1966,1.0818976
Argentina,ARG,1967,1.0765653
Argentina,ARG,1968,1.2273394
Argentina,ARG,1969,1.0651699
Argentina,ARG,1970,1.3534116
Argentina,ARG,1971,1.2703215
Argentina,ARG,1972,1.2349966
Argentina,ARG,1973,2.2836952
Argentina,ARG,1974,3.6298018
Argentina,ARG,1975,3.862203
Argentina,ARG,1976,3.5544236
Argentina,ARG,1977,3.9092395
Argentina,ARG,1978,5.2276783
Argentina,ARG,1979,6.7023063
Argentina,ARG,1980,9.552859
Argentina,ARG,1981,9.541531
Argentina,ARG,1982,11.229479
Argentina,ARG,1983,11.303474
Argentina,ARG,1984,12.132671
Argentina,ARG,1985,12.759556
Argentina,ARG,1986,12.298526
Argentina,ARG,1987,12.247486
Argentina,ARG,1988,8.417367
Argentina,ARG,1989,7.5435934
Argentina,ARG,1990,10.292679
Argentina,ARG,1991,9.081444
Argentina,ARG,1992,10.206743
Argentina,ARG,1993,12.216533
Argentina,ARG,1994,13.306406
Argentina,ARG,1995,12.535519
Argentina,ARG,1996,10.225038
Argentina,ARG,1997,12.514141
Argentina,ARG,1998,11.482152
Argentina,ARG,1999,9.226557
Argentina,ARG,2000,12.283858
Argentina,ARG,2001,15.937488
Argentina,ARG,2002,16.249306
Argentina,ARG,2003,14.408259
Argentina,ARG,2004,12.1855755
Argentina,ARG,2005,12.788524
Argentina,ARG,2006,13.449462
Argentina,ARG,2007,10.599154
Argentina,ARG,2008,10.437064
Argentina,ARG,2009,11.783506
Argentina,ARG,2010,11.661375
Argentina,ARG,2011,10.929448
Argentina,ARG,2012,10.216426
Argentina,ARG,2013,10.950079
Argentina,ARG,2014,11.038978
Argentina,ARG,2015,10.907397
Argentina,ARG,2016,10.167007
Argentina,ARG,2017,10.964719
Argentina,ARG,2018,11.39763
Argentina,ARG,2019,11.926772
Argentina,ARG,2020,12.179417
Argentina,ARG,2021,11.329249
Asia,,1965,7.898136
Asia,,1966,7.5911603
Asia,,1967,6.774782
Asia,,1968,6.9767275
Asia,,1969,6.371641
Asia,,1970,5.7643332
Asia,,1971,5.7421813
Asia,,1972,5.5885973
Asia,,1973,4.7971983
Asia,,1974,5.3399725
Asia,,1975,5.5508537
Asia,,1976,5.3951755
Asia,,1977,4.973344
Asia,,1978,4.899002
Asia,,1979,5.030863
Asia,,1980,5.401126
Asia,,1981,5.707389
Asia,,1982,5.710594
Asia,,1983,5.6962695
Asia,,1984,5.3149295
Asia,,1985,5.351891
Asia,,1986,5.18894
Asia,,1987,5.0807996
Asia,,1988,5.4397326
Asia,,1989,5.3260098
Asia,,1990,5.332829
Asia,,1991,5.191642
Asia,,1992,5.006854
Asia,,1993,5.3182926
Asia,,1994,5.0572066
Asia,,1995,5.263786
Asia,,1996,5.012627
Asia,,1997,4.8879094
Asia,,1998,5.17496
Asia,,1999,4.9225016
Asia,,2000,4.9022627
Asia,,2001,5.071513
Asia,,2002,4.974642
Asia,,2003,4.7754045
Asia,,2004,5.0844684
Asia,,2005,4.912455
Asia,,2006,5.102126
Asia,,2007,5.0578494
Asia,,2008,5.5608997
Asia,,2009,5.401413
Asia,,2010,5.8946567
Asia,,2011,5.8202963
Asia,,2012,6.3957253
Asia,,2013,6.8686776
Asia,,2014,7.4121513
Asia,,2015,7.78167
Asia,,2016,8.205105
Asia,,2017,8.699321
Asia,,2018,9.161237
Asia,,2019,9.805447
Asia,,2020,10.580009
Asia,,2021,10.954556
Asia Pacific (BP),,1965,8.906765
Asia Pacific (BP),,1966,8.529316
Asia Pacific (BP),,1967,7.6663523
Asia Pacific (BP),,1968,7.829915
Asia Pacific (BP),,1969,7.134386
Asia Pacific (BP),,1970,6.5140657
Asia Pacific (BP),,1971,6.55604
Asia Pacific (BP),,1972,6.363263
Asia Pacific (BP),,1973,5.5802565
Asia Pacific (BP),,1974,6.154124
Asia Pacific (BP),,1975,6.3279867
Asia Pacific (BP),,1976,6.054284
Asia Pacific (BP),,1977,5.573482
Asia Pacific (BP),,1978,5.4502654
Asia Pacific (BP),,1979,5.6590924
Asia Pacific (BP),,1980,6.0125093
Asia Pacific (BP),,1981,6.3571663
Asia Pacific (BP),,1982,6.3478284
Asia Pacific (BP),,1983,6.465397
Asia Pacific (BP),,1984,6.072129
Asia Pacific (BP),,1985,6.1838017
Asia Pacific (BP),,1986,6.0971885
Asia Pacific (BP),,1987,5.757307
Asia Pacific (BP),,1988,5.9299726
Asia Pacific (BP),,1989,6.046375
Asia Pacific (BP),,1990,5.9013305
Asia Pacific (BP),,1991,5.8016787
Asia Pacific (BP),,1992,5.433712
Asia Pacific (BP),,1993,5.632144
Asia Pacific (BP),,1994,5.4201756
Asia Pacific (BP),,1995,5.6516204
Asia Pacific (BP),,1996,5.295516
Asia Pacific (BP),,1997,5.2037435
Asia Pacific (BP),,1998,5.553134
Asia Pacific (BP),,1999,5.334319
Asia Pacific (BP),,2000,5.37832
Asia Pacific (BP),,2001,5.6329803
Asia Pacific (BP),,2002,5.46561
Asia Pacific (BP),,2003,5.178249
Asia Pacific (BP),,2004,5.4974675
Asia Pacific (BP),,2005,5.3428345
Asia Pacific (BP),,2006,5.5571895
Asia Pacific (BP),,2007,5.5822654
Asia Pacific (BP),,2008,6.340684
Asia Pacific (BP),,2009,6.1756163
Asia Pacific (BP),,2010,6.6541324
Asia Pacific (BP),,2011,6.629955
Asia Pacific (BP),,2012,7.2913313
Asia Pacific (BP),,2013,7.8815355
Asia Pacific (BP),,2014,8.644287
Asia Pacific (BP),,2015,8.974304
Asia Pacific (BP),,2016,9.49663
Asia Pacific (BP),,2017,10.049202
Asia Pacific (BP),,2018,10.646099
Asia Pacific (BP),,2019,11.194805
Asia Pacific (BP),,2020,12.173392
Asia Pacific (BP),,2021,12.723151
Australia,AUS,1965,5.5626216
Australia,AUS,1966,5.0718946
Australia,AUS,1967,4.9495487
Australia,AUS,1968,4.8654675
Australia,AUS,1969,5.086988
Australia,AUS,1970,5.4214506
Australia,AUS,1971,5.822727
Australia,AUS,1972,5.599285
Australia,AUS,1973,5.5886645
Australia,AUS,1974,5.9551096
Australia,AUS,1975,6.297008
Australia,AUS,1976,5.7934213
Australia,AUS,1977,5.269775
Australia,AUS,1978,5.508696
Australia,AUS,1979,5.1658406
Australia,AUS,1980,4.862272
Australia,AUS,1981,4.9303546
Australia,AUS,1982,4.6367826
Australia,AUS,1983,4.5344815
Australia,AUS,1984,4.7184544
Australia,AUS,1985,4.863155
Australia,AUS,1986,4.7985597
Australia,AUS,1987,4.532893
Australia,AUS,1988,4.6416802
Australia,AUS,1989,4.4199533
Australia,AUS,1990,4.459391
Australia,AUS,1991,4.7400618
Australia,AUS,1992,4.731717
Australia,AUS,1993,4.7594285
Australia,AUS,1994,4.5271807
Australia,AUS,1995,4.239725
Australia,AUS,1996,4.236591
Australia,AUS,1997,4.1458387
Australia,AUS,1998,4.037756
Australia,AUS,1999,4.0089335
Australia,AUS,2000,3.9888778
Australia,AUS,2001,3.870762
Australia,AUS,2002,3.9314504
Australia,AUS,2003,4.014969
Australia,AUS,2004,4.0365605
Australia,AUS,2005,4.3135533
Australia,AUS,2006,4.233413
Australia,AUS,2007,3.9767227
Australia,AUS,2008,3.6813264
Australia,AUS,2009,3.9202662
Australia,AUS,2010,4.3128047
Australia,AUS,2011,5.698981
Australia,AUS,2012,5.700209
Australia,AUS,2013,6.525869
Australia,AUS,2014,5.979823
Australia,AUS,2015,6.290021
Australia,AUS,2016,7.1891756
Australia,AUS,2017,6.750127
Australia,AUS,2018,8.300061
Australia,AUS,2019,8.880722
Australia,AUS,2020,10.789811
Australia,AUS,2021,12.933532
Austria,AUT,1965,25.096407
Austria,AUT,1966,25.840193
Austria,AUT,1967,26.118929
Austria,AUT,1968,25.099165
Austria,AUT,1969,22.27537
Austria,AUT,1970,24.770256
Austria,AUT,1971,19.652302
Austria,AUT,1972,19.524147
Austria,AUT,1973,20.177391
Austria,AUT,1974,23.734528
Austria,AUT,1975,25.034246
Austria,AUT,1976,20.90532
Austria,AUT,1977,25.271305
Austria,AUT,1978,24.244625
Austria,AUT,1979,25.784454
Austria,AUT,1980,26.826015
Austria,AUT,1981,29.280653
Austria,AUT,1982,30.31977
Austria,AUT,1983,30.117788
Austria,AUT,1984,26.689833
Austria,AUT,1985,29.769283
Austria,AUT,1986,30.177656
Austria,AUT,1987,32.19381
Austria,AUT,1988,32.733265
Austria,AUT,1989,32.408577
Austria,AUT,1990,28.908686
Austria,AUT,1991,27.587187
Austria,AUT,1992,31.037273
Austria,AUT,1993,32.088085
Austria,AUT,1994,31.2963
Austria,AUT,1995,31.51592
Austria,AUT,1996,28.951206
Austria,AUT,1997,29.963467
Austria,AUT,1998,30.441696
Austria,AUT,1999,32.258
Austria,AUT,2000,32.954258
Austria,AUT,2001,30.816513
Austria,AUT,2002,30.325117
Austria,AUT,2003,25.140518
Austria,AUT,2004,27.633785
Austria,AUT,2005,27.94786
Austria,AUT,2006,28.59121
Austria,AUT,2007,30.98061
Austria,AUT,2008,31.345478
Austria,AUT,2009,34.322514
Austria,AUT,2010,31.605642
Austria,AUT,2011,30.720795
Austria,AUT,2012,35.929344
Austria,AUT,2013,35.266674
Austria,AUT,2014,36.640297
Austria,AUT,2015,34.964077
Austria,AUT,2016,35.651855
Austria,AUT,2017,34.502872
Austria,AUT,2018,34.568928
Austria,AUT,2019,35.611378
Austria,AUT,2020,38.26067
Austria,AUT,2021,37.481792
Azerbaijan,AZE,1985,1.6519357
Azerbaijan,AZE,1986,0.9406938
Azerbaijan,AZE,1987,0.9706843
Azerbaijan,AZE,1988,0.8420581
Azerbaijan,AZE,1989,0.8257338
Azerbaijan,AZE,1990,1.88166
Azerbaijan,AZE,1991,2.0779731
Azerbaijan,AZE,1992,2.4099329
Azerbaijan,AZE,1993,3.8572145
Azerbaijan,AZE,1994,3.1670034
Azerbaijan,AZE,1995,2.8640728
Azerbaijan,AZE,1996,3.449877
Azerbaijan,AZE,1997,4.0128255
Azerbaijan,AZE,1998,4.5553145
Azerbaijan,AZE,1999,3.5315983
Azerbaijan,AZE,2000,3.446014
Azerbaijan,AZE,2001,3.0117817
Azerbaijan,AZE,2002,4.7006664
Azerbaijan,AZE,2003,5.2779026
Azerbaijan,AZE,2004,5.1585817
Azerbaijan,AZE,2005,5.1650033
Azerbaijan,AZE,2006,4.3662996
Azerbaijan,AZE,2007,4.50297
Azerbaijan,AZE,2008,4.1847568
Azerbaijan,AZE,2009,4.8711276
Azerbaijan,AZE,2010,7.311432
Azerbaijan,AZE,2011,5.077954
Azerbaijan,AZE,2012,3.3373456
Azerbaijan,AZE,2013,2.7806928
Azerbaijan,AZE,2014,2.433617
Azerbaijan,AZE,2015,2.757688
Azerbaijan,AZE,2016,3.345908
Azerbaijan,AZE,2017,3.0498044
Azerbaijan,AZE,2018,3.070157
Azerbaijan,AZE,2019,2.674584
Azerbaijan,AZE,2020,1.9758317
Azerbaijan,AZE,2021,2.2015429
Bangladesh,BGD,1971,3.8597577
Bangladesh,BGD,1972,3.4065344
Bangladesh,BGD,1973,5.024387
Bangladesh,BGD,1974,3.4634595
Bangladesh,BGD,1975,6.0439763
Bangladesh,BGD,1976,5.868124
Bangladesh,BGD,1977,5.079776
Bangladesh,BGD,1978,5.5367117
Bangladesh,BGD,1979,5.8256717
Bangladesh,BGD,1980,4.9608803
Bangladesh,BGD,1981,5.0166497
Bangladesh,BGD,1982,3.8052506
Bangladesh,BGD,1983,4.870659
Bangladesh,BGD,1984,6.105583
Bangladesh,BGD,1985,4.5266814
Bangladesh,BGD,1986,2.5327976
Bangladesh,BGD,1987,2.6365013
Bangladesh,BGD,1988,3.090864
Bangladesh,BGD,1989,3.907864
Bangladesh,BGD,1990,3.5392714
Bangladesh,BGD,1991,3.4776092
Bangladesh,BGD,1992,3.0288854
Bangladesh,BGD,1993,2.1043289
Bangladesh,BGD,1994,2.7616806
Bangladesh,BGD,1995,1.0269947
Bangladesh,BGD,1996,1.9475641
Bangladesh,BGD,1997,1.8034276
Bangladesh,BGD,1998,2.0371237
Bangladesh,BGD,1999,1.9397291
Bangladesh,BGD,2000,1.6270727
Bangladesh,BGD,2001,1.8750032
Bangladesh,BGD,2002,1.3622075
Bangladesh,BGD,2003,1.2784041
Bangladesh,BGD,2004,1.2296964
Bangladesh,BGD,2005,1.1353458
Bangladesh,BGD,2006,1.0463095
Bangladesh,BGD,2007,1.0207374
Bangladesh,BGD,2008,1.2218128
Bangladesh,BGD,2009,0.5117601
Bangladesh,BGD,2010,0.8648932
Bangladesh,BGD,2011,0.95136946
Bangladesh,BGD,2012,0.82564867
Bangladesh,BGD,2013,0.7885019
Bangladesh,BGD,2014,0.646162
Bangladesh,BGD,2015,0.81840855
Bangladesh,BGD,2016,0.8060975
Bangladesh,BGD,2017,0.8946443
Bangladesh,BGD,2018,0.7471175
Bangladesh,BGD,2019,0.6751287
Bangladesh,BGD,2020,0.6580818
Bangladesh,BGD,2021,0.6501469
Belarus,BLR,1985,0.0144934775
Belarus,BLR,1986,0.012695332
Belarus,BLR,1987,0.012513182
Belarus,BLR,1988,0.012336069
Belarus,BLR,1989,0.012754959
Belarus,BLR,1990,0.012691677
Belarus,BLR,1991,0.011448725
Belarus,BLR,1992,0.012468852
Belarus,BLR,1993,0.0166659
Belarus,BLR,1994,0.019936154
Belarus,BLR,1995,0.023589265
Belarus,BLR,1996,0.018399425
Belarus,BLR,1997,0.023874052
Belarus,BLR,1998,0.032551832
Belarus,BLR,1999,0.02270776
Belarus,BLR,2000,0.031301863
Belarus,BLR,2001,0.035543464
Belarus,BLR,2002,0.032997068
Belarus,BLR,2003,0.031896286
Belarus,BLR,2004,0.034380138
Belarus,BLR,2005,0.037284452
Belarus,BLR,2006,0.03601279
Belarus,BLR,2007,0.049696002
Belarus,BLR,2008,0.07290584
Belarus,BLR,2009,0.1132527
Belarus,BLR,2010,0.1292485
Belarus,BLR,2011,0.14303419
Belarus,BLR,2012,0.15896934
Belarus,BLR,2013,0.22412229
Belarus,BLR,2014,0.20674793
Belarus,BLR,2015,0.27272683
Belarus,BLR,2016,0.34643993
Belarus,BLR,2017,0.6887631
Belarus,BLR,2018,0.57909614
Belarus,BLR,2019,0.70776963
Belarus,BLR,2020,0.9897245
Belarus,BLR,2021,0.9698578
Belgium,BEL,1965,0.19477375
Belgium,BEL,1966,0.2222244
Belgium,BEL,1967,0.16850357
Belgium,BEL,1968,0.15502341
Belgium,BEL,1969,0.13315211
Belgium,BEL,1970,0.13480939
Belgium,BEL,1971,0.07485565
Belgium,BEL,1972,0.094584495
Belgium,BEL,1973,0.15358603
Belgium,BEL,1974,0.19144315
Belgium,BEL,1975,0.15560853
Belgium,BEL,1976,0.09175518
Belgium,BEL,1977,0.26350045
Belgium,BEL,1978,0.2591517
Belgium,BEL,1979,0.28706482
Belgium,BEL,1980,0.31437632
Belgium,BEL,1981,0.3818605
Belgium,BEL,1982,0.2197636
Belgium,BEL,1983,0.21319488
Belgium,BEL,1984,0.21372305
Belgium,BEL,1985,0.18697688
Belgium,BEL,1986,0.24818589
Belgium,BEL,1987,0.30061388
Belgium,BEL,1988,0.2812286
Belgium,BEL,1989,0.2577133
Belgium,BEL,1990,0.2747965
Belgium,BEL,1991,0.25747994
Belgium,BEL,1992,0.2941911
Belgium,BEL,1993,0.24665305
Belgium,BEL,1994,0.27591464
Belgium,BEL,1995,0.30511987
Belgium,BEL,1996,0.24272089
Belgium,BEL,1997,0.25003463
Belgium,BEL,1998,0.31667665
Belgium,BEL,1999,0.36021912
Belgium,BEL,2000,0.43326905
Belgium,BEL,2001,0.44920528
Belgium,BEL,2002,0.47973493
Belgium,BEL,2003,0.48671454
Belgium,BEL,2004,0.6062989
Belgium,BEL,2005,0.8666802
Belgium,BEL,2006,1.209545
Belgium,BEL,2007,1.415252
Belgium,BEL,2008,1.7643936
Belgium,BEL,2009,2.5214348
Belgium,BEL,2010,3.0995507
Belgium,BEL,2011,4.0459914
Belgium,BEL,2012,5.060075
Belgium,BEL,2013,5.3826203
Belgium,BEL,2014,6.051173
Belgium,BEL,2015,6.6614165
Belgium,BEL,2016,6.357454
Belgium,BEL,2017,6.910616
Belgium,BEL,2018,7.41519
Belgium,BEL,2019,7.959382
Belgium,BEL,2020,10.637791
Belgium,BEL,2021,9.336409
Brazil,BRA,1965,27.548721
Brazil,BRA,1966,27.618214
Brazil,BRA,1967,27.880291
Brazil,BRA,1968,25.555754
Brazil,BRA,1969,25.05622
Brazil,BRA,1970,26.901081
Brazil,BRA,1971,26.817772
Brazil,BRA,1972,27.390734
Brazil,BRA,1973,26.1017
Brazil,BRA,1974,26.928135
Brazil,BRA,1975,27.995861
Brazil,BRA,1976,29.160088
Brazil,BRA,1977,31.084343
Brazil,BRA,1978,31.529354
Brazil,BRA,1979,33.38749
Brazil,BRA,1980,36.188007
Brazil,BRA,1981,37.50488
Brazil,BRA,1982,39.09782
Brazil,BRA,1983,41.86777
Brazil,BRA,1984,43.21895
Brazil,BRA,1985,43.929535
Brazil,BRA,1986,43.219524
Brazil,BRA,1987,42.77721
Brazil,BRA,1988,44.011196
Brazil,BRA,1989,44.574318
Brazil,BRA,1990,45.275486
Brazil,BRA,1991,45.86179
Brazil,BRA,1992,44.902706
Brazil,BRA,1993,45.15963
Brazil,BRA,1994,44.5656
Brazil,BRA,1995,44.34581
Brazil,BRA,1996,44.08196
Brazil,BRA,1997,43.489933
Brazil,BRA,1998,43.57197
Brazil,BRA,1999,43.143803
Brazil,BRA,2000,43.288433
Brazil,BRA,2001,39.11162
Brazil,BRA,2002,40.756653
Brazil,BRA,2003,42.284126
Brazil,BRA,2004,42.286156
Brazil,BRA,2005,43.1457
Brazil,BRA,2006,43.045963
Brazil,BRA,2007,44.380226
Brazil,BRA,2008,43.366776
Brazil,BRA,2009,46.30883
Brazil,BRA,2010,44.246536
Brazil,BRA,2011,43.91006
Brazil,BRA,2012,42.06637
Brazil,BRA,2013,39.836597
Brazil,BRA,2014,38.852745
Brazil,BRA,2015,40.603523
Brazil,BRA,2016,43.5387
Brazil,BRA,2017,43.280678
Brazil,BRA,2018,46.080498
Brazil,BRA,2019,47.304844
Brazil,BRA,2020,49.47188
Brazil,BRA,2021,46.21975
Bulgaria,BGR,1965,4.9313707
Bulgaria,BGR,1966,4.6229763
Bulgaria,BGR,1967,4.003621
Bulgaria,BGR,1968,2.311565
Bulgaria,BGR,1969,2.9225402
Bulgaria,BGR,1970,3.0394955
Bulgaria,BGR,1971,2.9434655
Bulgaria,BGR,1972,2.761653
Bulgaria,BGR,1973,3.2605422
Bulgaria,BGR,1974,2.5623977
Bulgaria,BGR,1975,2.7339408
Bulgaria,BGR,1976,3.108479
Bulgaria,BGR,1977,3.5239036
Bulgaria,BGR,1978,2.805369
Bulgaria,BGR,1979,3.0763478
Bulgaria,BGR,1980,3.2677274
Bulgaria,BGR,1981,3.231806
Bulgaria,BGR,1982,2.6594315
Bulgaria,BGR,1983,2.9039197
Bulgaria,BGR,1984,2.8398352
Bulgaria,BGR,1985,1.9635512
Bulgaria,BGR,1986,2.001533
Bulgaria,BGR,1987,2.1663287
Bulgaria,BGR,1988,2.1662037
Bulgaria,BGR,1989,2.265166
Bulgaria,BGR,1990,1.7116511
Bulgaria,BGR,1991,2.7520618
Bulgaria,BGR,1992,2.477391
Bulgaria,BGR,1993,2.190292
Bulgaria,BGR,1994,1.7196692
Bulgaria,BGR,1995,2.5187614
Bulgaria,BGR,1996,3.1900234
Bulgaria,BGR,1997,3.1750753
Bulgaria,BGR,1998,3.721184
Bulgaria,BGR,1999,3.7863123
Bulgaria,BGR,2000,3.6347754
Bulgaria,BGR,2001,2.2708168
Bulgaria,BGR,2002,2.9185119
Bulgaria,BGR,2003,3.8597226
Bulgaria,BGR,2004,4.144022
Bulgaria,BGR,2005,5.212998
Bulgaria,BGR,2006,4.984425
Bulgaria,BGR,2007,3.5105207
Bulgaria,BGR,2008,3.5983686
Bulgaria,BGR,2009,5.127213
Bulgaria,BGR,2010,7.616096
Bulgaria,BGR,2011,4.8499665
Bulgaria,BGR,2012,6.869961
Bulgaria,BGR,2013,9.592919
Bulgaria,BGR,2014,9.543798
Bulgaria,BGR,2015,10.595034
Bulgaria,BGR,2016,9.0498905
Bulgaria,BGR,2017,7.619621
Bulgaria,BGR,2018,11.799093
Bulgaria,BGR,2019,9.948385
Bulgaria,BGR,2020,10.692997
Bulgaria,BGR,2021,11.486526
CIS (BP),,1965,3.4813333
CIS (BP),,1966,3.6910224
CIS (BP),,1967,3.3877106
CIS (BP),,1968,3.8358662
CIS (BP),,1969,4.067017
CIS (BP),,1970,4.1746306
CIS (BP),,1971,4.0343986
CIS (BP),,1972,3.7400339
CIS (BP),,1973,3.5433114
CIS (BP),,1974,3.623434
CIS (BP),,1975,3.294978
CIS (BP),,1976,3.416684
CIS (BP),,1977,3.5416842
CIS (BP),,1978,3.918541
CIS (BP),,1979,3.8662982
CIS (BP),,1980,4.043397
CIS (BP),,1981,4.019434
CIS (BP),,1982,3.6683857
CIS (BP),,1983,3.7095659
CIS (BP),,1984,4.0228815
CIS (BP),,1985,4.788686
CIS (BP),,1986,4.7094455
CIS (BP),,1987,4.6139345
CIS (BP),,1988,4.702712
CIS (BP),,1989,4.5643
CIS (BP),,1990,4.9016075
CIS (BP),,1991,4.992719
CIS (BP),,1992,5.3416343
CIS (BP),,1993,5.9464073
CIS (BP),,1994,6.628401
CIS (BP),,1995,6.8596096
CIS (BP),,1996,6.399551
CIS (BP),,1997,6.7496395
CIS (BP),,1998,6.7798166
CIS (BP),,1999,6.856844
CIS (BP),,2000,6.965526
CIS (BP),,2001,7.073041
CIS (BP),,2002,6.7241826
CIS (BP),,2003,6.4878583
CIS (BP),,2004,6.961633
CIS (BP),,2005,6.8310075
CIS (BP),,2006,6.4987564
CIS (BP),,2007,6.5321813
CIS (BP),,2008,5.930783
CIS (BP),,2009,6.4687424
CIS (BP),,2010,6.139973
CIS (BP),,2011,5.739403
CIS (BP),,2012,5.656296
CIS (BP),,2013,6.153561
CIS (BP),,2014,5.8653107
CIS (BP),,2015,5.779853
CIS (BP),,2016,6.1977887
CIS (BP),,2017,6.2232485
CIS (BP),,2018,6.0244713
