Entity,Code,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Africa (BP),,1999,1.6961248,0,0.0198,70.68426
Africa (BP),,2000,2.2690632,0.011941,0.1755,75.25581
Africa (BP),,2001,2.3353527,0.01496,0.41558,80.86912
Africa (BP),,2002,2.2864,0.016799713,0.443584,85.02647
Africa (BP),,2003,2.6224,0.020059297,0.535599,82.5746
Africa (BP),,2004,2.9788496,0.02456688,0.7682805,87.21947
Africa (BP),,2005,3.0096693,0.029383464,0.7803821,88.83773
Africa (BP),,2006,3.7704048,0.03791205,0.8525656,92.049355
Africa (BP),,2007,3.1420484,0.050479364,1.0162233,95.19856
Africa (BP),,2008,3.2673957,0.07265389,1.3117782,96.96721
Africa (BP),,2009,3.5627222,0.09582156,1.5892309,99.561134
Africa (BP),,2010,3.764553,0.21605176,2.2845824,107.69849
Africa (BP),,2011,3.8587687,0.6020893,2.386504,110.75051
Africa (BP),,2012,4.042407,0.99265915,2.5156302,111.22693
Africa (BP),,2013,4.433249,0.7875202,3.5934472,117.65245
Africa (BP),,2014,5.462047,1.9041501,5.060073,124.08205
Africa (BP),,2015,7.1696815,3.2586064,8.9106865,120.4148
Africa (BP),,2016,7.231852,5.3840914,11.176371,117.42635
Africa (BP),,2017,7.6260357,7.7734146,12.457454,126.34168
Africa (BP),,2018,8.17267,10.053543,14.769322,134.60008
Africa (BP),,2019,8.262966,12.894289,19.331633,139.4176
Africa (BP),,2020,8.066416,16.058805,21.302898,146.37308
Africa (BP),,2021,8.026318,16.515236,24.41597,153.41869
Africa (BP),,1965,,,0,13.905635
Africa (BP),,1966,,,0,15.510004
Africa (BP),,1967,,,0,16.190636
Africa (BP),,1968,,,0,18.938341
Africa (BP),,1969,,,0,22.10089
Africa (BP),,1970,,,0,27.63043
Algeria,DZA,1965,0,0,0,0.4
Algeria,DZA,1966,0,0,0,0.355
Algeria,DZA,1967,0,0,0,0.41
Algeria,DZA,1968,0,0,0,0.563
Algeria,DZA,1969,0,0,0,0.361
Algeria,DZA,1970,0,0,0,0.58
Algeria,DZA,1971,0,0,0,0.33
Algeria,DZA,1972,0,0,0,0.495
Algeria,DZA,1973,0,0,0,0.752
Algeria,DZA,1974,0,0,0,0.497
Algeria,DZA,1975,0,0,0,0.328
Algeria,DZA,1976,0,0,0,0.389
Algeria,DZA,1977,0,0,0,0.269
Algeria,DZA,1978,0,0,0,0.25
Algeria,DZA,1979,0,0,0,0.291
Algeria,DZA,1980,0,0,0,0.257
Algeria,DZA,1981,0,0,0,0.366
Algeria,DZA,1982,0,0,0,0.479
Algeria,DZA,1983,0,0,0,0.235
Algeria,DZA,1984,0,0,0,0.452
Algeria,DZA,1985,0,0,0,0.646
Algeria,DZA,1986,0,0,0,0.25
Algeria,DZA,1987,0,0,0,0.499
Algeria,DZA,1988,0,0,0,0.183
Algeria,DZA,1989,0,0,0,0.226
Algeria,DZA,1990,0,0,0,0.135
Algeria,DZA,1991,0,0,0,0.293
Algeria,DZA,1992,0,0,0,0.199
Algeria,DZA,1993,0,0,0,0.353
Algeria,DZA,1994,0,0,0,0.166
Algeria,DZA,1995,0,0,0,0.193
Algeria,DZA,1996,0,0,0,0.135
Algeria,DZA,1997,0,0,0,0.075
Algeria,DZA,1998,0,0,0,0.215
Algeria,DZA,1999,0,0,0,0.203
Algeria,DZA,2000,0,0,0,0.054
Algeria,DZA,2001,0,0,0,0.069
Algeria,DZA,2002,0,0,0,0.057
Algeria,DZA,2003,0,0,0,0.265
Algeria,DZA,2004,0,0,0,0.251
Algeria,DZA,2005,0,0,0,0.5553
Algeria,DZA,2006,0,0,0,0.2176
Algeria,DZA,2007,0,0,0,0.226
Algeria,DZA,2008,0,0,0,0.283
Algeria,DZA,2009,0,0,0,0.342
Algeria,DZA,2010,0,0.0091,0,0.173
Algeria,DZA,2011,0,0.01811875,0,0.378
Algeria,DZA,2012,0,0.026723014,0,0.389
Algeria,DZA,2013,0,0.0286,0,0.099
Algeria,DZA,2014,0,0.06,0.001,0.193
Algeria,DZA,2015,0,0.058,0.019,0.145
Algeria,DZA,2016,0,0.245,0.019052055,0.072
Algeria,DZA,2017,0,0.504,0.019,0.056
Algeria,DZA,2018,0,0.603,0.01,0.117
Algeria,DZA,2019,0,0.615,0.01,0.152
Algeria,DZA,2020,0,0.685,0.0077,0.0496
Algeria,DZA,2021,0,0.664,0.0105,0.0093
Argentina,ARG,1965,0,0,0,1.2251163
Argentina,ARG,1966,0,0,0,1.2409302
Argentina,ARG,1967,0,0,0,1.2706977
Argentina,ARG,1968,0,0,0,1.4976745
Argentina,ARG,1969,0,0,0,1.3432558
Argentina,ARG,1970,0.05624185,0,0,1.5571272
Argentina,ARG,1971,0.05899074,0,0,1.5461483
Argentina,ARG,1972,0.07602739,0,0,1.5026463
Argentina,ARG,1973,0.05997025,0,0,2.9974296
Argentina,ARG,1974,0.06100323,0,0,4.994663
Argentina,ARG,1975,0.063990325,0,0,5.1947746
Argentina,ARG,1976,0.060962547,0,0,5.014902
Argentina,ARG,1977,0.064003065,0,0,5.7667804
Argentina,ARG,1978,0.06397281,0,0,7.7466183
Argentina,ARG,1979,0.09498376,0,0,10.656913
Argentina,ARG,1980,0.09901763,0,0,15.140881
Argentina,ARG,1981,0.08701801,0,0,14.684794
Argentina,ARG,1982,0.1149734,0,0,17.592196
Argentina,ARG,1983,0.15497561,0,0,18.41851
Argentina,ARG,1984,0.11498845,0,0,19.877867
Argentina,ARG,1985,0.12000641,0,0,20.653124
Argentina,ARG,1986,0.123990245,0,0,21.030247
Argentina,ARG,1987,0.10598629,0,0,21.912518
Argentina,ARG,1988,0.12296129,0,0,15.259144
Argentina,ARG,1989,0.10600155,0,0,13.187393
Argentina,ARG,1990,0.13302182,0,0,17.713175
Argentina,ARG,1991,0.1310081,0,0,15.869253
Argentina,ARG,1992,0.12998593,0,0,19.16509
Argentina,ARG,1993,0.09599508,0,0,23.768307
Argentina,ARG,1994,0.099004395,0,0,27.286676
Argentina,ARG,1995,0.119016126,0,0,26.503681
Argentina,ARG,1996,0.22302064,0,0.009618,22.471685
Argentina,ARG,1997,0.17875852,0,0.014592,27.924665
Argentina,ARG,1998,0.20689325,0.000017,0.032541,26.475504
Argentina,ARG,1999,0.26199996,0.000026,0.034781,21.396791
Argentina,ARG,2000,0.3860283,0.000036,0.034758,28.575241
Argentina,ARG,2001,0.36299825,0.000043,0.049361,36.580173
Argentina,ARG,2002,0.5299802,0.000047,0.073405,35.778835
Argentina,ARG,2003,0.88059855,0.000065,0.077954,33.800575
Argentina,ARG,2004,0.86751235,0.00007,0.072446,30.462402
Argentina,ARG,2005,0.9164998,0.000081,0.07171966,34.216137
Argentina,ARG,2006,1.046309,0.00009,0.06964,38.015213
Argentina,ARG,2007,1.0708514,0.0001089,0.061593,31.22015
Argentina,ARG,2008,1.2059801,0.0001437,0.04195108,31.199696
Argentina,ARG,2009,1.1889358,0.000076084,0.036831528,34.618187
Argentina,ARG,2010,1.4423598,0.00008589,0.025351606,33.35991
Argentina,ARG,2011,1.4191314,0.001614,0.02659055,31.18693
Argentina,ARG,2012,1.484553,0.008172967,0.369862,29.1644
Argentina,ARG,2013,1.6066635,0.015074079,0.45335487,32.771378
Argentina,ARG,2014,1.482859,0.015944,0.619491,32.416695
Argentina,ARG,2015,1.517351,0.014683,0.593335,32.33747
Argentina,ARG,2016,1.1388094,0.014273,0.547359,29.752789
Argentina,ARG,2017,1.3890371,0.016417,0.611567,31.594284
Argentina,ARG,2018,1.5898329,0.10813,1.412743,32.278667
Argentina,ARG,2019,1.6499021,0.79969794,4.9959664,27.504503
Argentina,ARG,2020,2.264699,1.344358,9.410639,23.669312
Argentina,ARG,2021,2.1038966,2.1955633,12.937551,19.597536
Asia,,1965,0.1,0,0,142.90587
Asia,,1966,0.122,0,0,149.04556
Asia,,1967,0.173,0,0,139.2507
Asia,,1968,0.179,0,0,154.78128
Asia,,1969,0.178,0,0,160.68423
Asia,,1970,0.40870398,0,0,164.48134
Asia,,1971,0.39761102,0,0,179.92075
Asia,,1972,0.42359102,0,0,186.07146
Asia,,1973,0.450998,0,0,172.98293
Asia,,1974,0.514547,0,0,197.01353
Asia,,1975,0.598507,0,0,212.23686
Asia,,1976,0.528553,0,0,218.30035
Asia,,1977,0.752774,0,0,214.44467
Asia,,1978,0.967644,0,0,225.85852
Asia,,1979,1.881672,0,0,244.19711
Asia,,1980,3.27229,0,0,261.64688
Asia,,1981,5.158717,0,0,279.014
Asia,,1982,13.786909,0,0,276.3654
Asia,,1983,15.969758,0,0,289.0298
Asia,,1984,17.504143,0,0,289.70355
Asia,,1985,18.650616,0,0,343.2253
Asia,,1986,19.50979,0,0,345.83762
Asia,,1987,19.839085,0,0,358.31186
Asia,,1988,21.396158,0,0,411.7138
Asia,,1989,23.113253,0,0,421.20538
Asia,,1990,18.881407,0.004,0.033323232,444.1206
Asia,,1991,19.272646,0.004,0.12300091,449.01508
Asia,,1992,19.529099,0.015500001,0.22078313,452.27505
Asia,,1993,19.343426,0.028500002,0.3098508,502.67566
Asia,,1994,22.93912,0.036,0.578078,498.8318
Asia,,1995,27.571014,0.049510103,1.1145912,538.50226
Asia,,1996,28.013805,0.0725606,0.9768788,534.9226
Asia,,1997,31.614063,0.116365455,1.1958565,532.8262
Asia,,1998,33.696926,0.16731885,1.4579804,564.8095
Asia,,1999,36.97982,0.24566661,2.029756,550.17346
Asia,,2000,40.588943,0.38173443,2.382639,566.6794
Asia,,2001,41.515842,0.5543564,3.2005217,611.66364
Asia,,2002,42.871227,0.77081144,3.4702802,633.5691
Asia,,2003,44.736835,1.0533706,4.594285,658.35077
Asia,,2004,47.316742,1.390835,8.149257,775.4693
Asia,,2005,52.971306,1.7684904,10.250758,803.5207
Asia,,2006,56.996235,2.1937077,16.057991,884.3695
Asia,,2007,63.23911,2.631334,21.330153,928.37085
Asia,,2008,71.15207,3.1911235,32.621487,1053.4241
Asia,,2009,80.0869,4.1230693,50.676037,1023.3779
Asia,,2010,91.83977,5.857667,77.96537,1178.6938
Asia,,2011,100.99215,10.344753,110.11321,1193.3677
Asia,,2012,109.71559,15.574323,144.08229,1350.7999
Asia,,2013,121.81989,29.2343,184.99315,1458.8453
Asia,,2014,140.66154,59.336422,211.04466,1592.8458
Asia,,2015,163.37277,91.492004,240.93576,1659.4976
Asia,,2016,166.46243,138.28072,312.1903,1723.6475
Asia,,2017,194.7894,217.76898,390.91745,1768.7732
Asia,,2018,232.83195,310.58658,465.6706,1809.7231
Asia,,2019,260.6604,391.75977,514.10986,1934.5533
Asia,,2020,285.71262,467.6714,578.8373,1980.7616
Asia,,2021,336.35724,579.65894,785.60724,1938.0249
Asia Pacific (BP),,1965,1.644,0,0,156.08955
Asia Pacific (BP),,1966,1.643,0,0,162.31183
Asia Pacific (BP),,1967,1.424,0,0,152.86674
Asia Pacific (BP),,1968,1.577,0,0,168.24911
Asia Pacific (BP),,1969,1.608,0,0,174.1638
Asia Pacific (BP),,1970,1.776704,0,0,180.71
Asia Pacific (BP),,1971,1.754611,0,0,199.45708
Asia Pacific (BP),,1972,1.785591,0,0,205.11601
Asia Pacific (BP),,1973,1.834998,0,0,194.01163
Asia Pacific (BP),,1974,2.8156047,0,0,217.9046
Asia Pacific (BP),,1975,2.9736698,0,0,232.44424
Asia Pacific (BP),,1976,2.9064,0,0,233.25337
Asia Pacific (BP),,1977,2.941779,0,0,227.03831
Asia Pacific (BP),,1978,3.2368069,0,0,237.0464
Asia Pacific (BP),,1979,4.032256,0,0,256.98187
Asia Pacific (BP),,1980,5.492769,0,0,273.4472
Asia Pacific (BP),,1981,7.3913007,0,0,289.72968
Asia Pacific (BP),,1982,16.27123,0,0,282.66718
Asia Pacific (BP),,1983,18.387142,0,0,299.34137
Asia Pacific (BP),,1984,20.061474,0,0,299.4067
Asia Pacific (BP),,1985,21.110823,0,0,320.04462
Asia Pacific (BP),,1986,22.009226,0,0,328.1591
Asia Pacific (BP),,1987,22.329086,0,0,326.8913
Asia Pacific (BP),,1988,24.14604,0,0,361.78625
Asia Pacific (BP),,1989,26.438787,0,0,388.04352
Asia Pacific (BP),,1990,22.51375,0.004,0.032323234,399.27155
Asia Pacific (BP),,1991,22.994274,0.00945,0.12200091,410.52426
Asia Pacific (BP),,1992,23.15172,0.0276,0.22047403,401.52466
Asia Pacific (BP),,1993,23.097511,0.0431,0.31183666,440.28693
Asia Pacific (BP),,1994,26.580261,0.0534,0.58358806,443.2982
Asia Pacific (BP),,1995,31.112776,0.0706601,1.1216013,483.43442
Asia Pacific (BP),,1996,31.652657,0.09816061,0.99120504,473.40945
Asia Pacific (BP),,1997,35.280697,0.14701545,1.21395,475.89465
Asia Pacific (BP),,1998,37.759834,0.20291886,1.4895501,506.6743
Asia Pacific (BP),,1999,41.455635,0.2862666,2.0532491,500.24295
Asia Pacific (BP),,2000,44.974827,0.42848444,2.563947,521.65295
Asia Pacific (BP),,2001,45.5645,0.60850644,3.5174093,570.4633
Asia Pacific (BP),,2002,47.265427,0.8291114,4.0670133,578.90875
Asia Pacific (BP),,2003,49.53167,1.1165706,5.3408756,594.3545
Asia Pacific (BP),,2004,53.351498,1.463785,9.186693,699.15247
Asia Pacific (BP),,2005,60.51645,1.8525405,12.019194,727.9608
Asia Pacific (BP),,2006,64.84644,2.291108,18.569807,801.6983
Asia Pacific (BP),,2007,71.50754,2.74839,24.603132,852.17444
Asia Pacific (BP),,2008,79.42048,3.33027,36.079895,997.7784
Asia Pacific (BP),,2009,87.71818,4.382631,54.847977,968.0881
Asia Pacific (BP),,2010,99.808716,6.738752,81.484215,1097.6714
Asia Pacific (BP),,2011,109.2485,12.163278,113.55109,1117.8053
Asia Pacific (BP),,2012,118.289406,17.553854,147.72359,1261.9498
Asia Pacific (BP),,2013,130.23392,32.382584,188.47214,1369.885
Asia Pacific (BP),,2014,148.75612,62.967415,214.27269,1523.4308
Asia Pacific (BP),,2015,171.02686,95.624725,243.05782,1566.8795
Asia Pacific (BP),,2016,171.41855,141.8077,311.1879,1628.7206
Asia Pacific (BP),,2017,197.789,220.17581,387.15164,1673.8356
Asia Pacific (BP),,2018,233.80719,309.59854,462.09122,1727.2189
Asia Pacific (BP),,2019,259.0397,390.25864,511.61475,1791.0603
Asia Pacific (BP),,2020,281.86713,466.6904,575.12225,1862.8567
Asia Pacific (BP),,2021,329.44208,581.505,779.175,1851.6252
Australia,AUS,1965,0.296,0,0,7.689756
Australia,AUS,1966,0.284,0,0,7.3450427
Australia,AUS,1967,0.29,0,0,7.6057873
Australia,AUS,1968,0.282,0,0,7.9505005
Australia,AUS,1969,0.281,0,0,8.684121
Australia,AUS,1970,0.261,0,0,10.170687
Australia,AUS,1971,0.263,0,0,11.507442
Australia,AUS,1972,0.28,0,0,11.553314
Australia,AUS,1973,0.338,0,0,12.285839
Australia,AUS,1974,0.429,0,0,13.87392
Australia,AUS,1975,0.489,0,0,14.887801
Australia,AUS,1976,0.484,0,0,14.153859
Australia,AUS,1977,0.429,0,0,13.54395
Australia,AUS,1978,0.405,0,0,14.675349
Australia,AUS,1979,0.418,0,0,14.246056
Australia,AUS,1980,0.385,0,0,13.466598
Australia,AUS,1981,0.404,0,0,13.8663435
Australia,AUS,1982,0.516,0,0,12.770334
Australia,AUS,1983,0.431,0,0,12.123648
Australia,AUS,1984,0.441,0,0,13.125949
Australia,AUS,1985,0.456,0,0,13.940511
Australia,AUS,1986,0.46,0,0,14.025799
Australia,AUS,1987,0.47,0,0,13.613796
Australia,AUS,1988,0.731,0,0,14.334444
Australia,AUS,1989,0.81,0,0,14.253669
Australia,AUS,1990,0.7595,0,0,14.7595
Australia,AUS,1991,0.7195,0.00545,0,15.6535
Australia,AUS,1992,0.67,0.0121,0,15.9415
Australia,AUS,1993,0.67,0.0146,0.002,16.387
Australia,AUS,1994,0.6965,0.0174,0.0055,16.15
Australia,AUS,1995,0.8255,0.02115,0.007,15.631
Australia,AUS,1996,0.9465,0.0256,0.007,15.9685
Australia,AUS,1997,0.997,0.03065,0.0075,15.9525
Australia,AUS,1998,1.081,0.0356,0.018,15.798
Australia,AUS,1999,1.1335,0.0406,0.043,16.2815
Australia,AUS,2000,0.8895,0.04675,0.134,16.4665
Australia,AUS,2001,0.7975,0.05415,0.287,16.1235
Australia,AUS,2002,1.2668,0.0583,0.53355,16.095
Australia,AUS,2003,1.6918,0.0632,0.70405,16.21055
Australia,AUS,2004,2.81525,0.07295,0.795,15.68665
Australia,AUS,2005,3.871,0.08405,1.29905,15.4657
Australia,AUS,2006,3.9325,0.0975,2.1621,14.9451
Australia,AUS,2007,4.275,0.11375,2.8521,13.04895
Australia,AUS,2008,3.6961,0.1392,3.45845,11.81515
Australia,AUS,2009,2.7868,0.29024202,4.43775,12.64205
Australia,AUS,2010,2.44155,0.97764826,4.985,13.746
Australia,AUS,2011,2.57395,2.0445466,6.432,19.572
Australia,AUS,2012,3.09785,2.412,7.725,17.036
Australia,AUS,2013,3.33165,3.8474,9.259,19.089
Australia,AUS,2014,3.546362,4.952,9.777,14.484
Australia,AUS,2015,3.678062,6.195524,11.833002,14.086569
Australia,AUS,2016,3.627513,7.4397755,13.039705,17.629421
Australia,AUS,2017,3.561684,8.917557,13.210791,13.499718
Australia,AUS,2018,3.588149,12.332544,16.261955,17.31133
Australia,AUS,2019,3.4677262,18.296988,19.471687,14.020776
Australia,AUS,2020,3.4104242,23.84266,22.606892,14.420926
Australia,AUS,2021,3.344045,31.193806,26.795876,15.996179
Austria,AUT,1965,0,0,0,16.083
Austria,AUT,1966,0,0,0,17.331
Austria,AUT,1967,0,0,0,17.698
Austria,AUT,1968,0,0,0,18.185
Austria,AUT,1969,0,0,0,16.718
Austria,AUT,1970,0,0,0,21.2897
Austria,AUT,1971,0,0,0,16.8201
Austria,AUT,1972,0,0,0,17.2876
Austria,AUT,1973,0,0,0,19.2092
Austria,AUT,1974,0,0,0,22.7122
Austria,AUT,1975,0,0,0,23.7952
Austria,AUT,1976,0,0,0,20.5656
Austria,AUT,1977,0,0,0,24.9208
Austria,AUT,1978,0,0,0,24.9408
Austria,AUT,1979,0,0,0,28.0968
Austria,AUT,1980,0,0,0,29.1099
Austria,AUT,1981,0,0,0,30.8473
Austria,AUT,1982,0,0,0,30.8963
Austria,AUT,1983,0,0,0,30.6063
Austria,AUT,1984,0,0,0,26.849564
Austria,AUT,1985,0.943327,0,0,30.775146
Austria,AUT,1986,1.287501,0,0,30.903927
Austria,AUT,1987,0.905816,0,0,35.387993
Austria,AUT,1988,1.04696,0,0,35.30409
Austria,AUT,1989,1.10445,0,0,35.08243
Austria,AUT,1990,1.142485,0,0,31.509
Austria,AUT,1991,1.225832,0,0,31.4434
Austria,AUT,1992,1.329164,0,0,34.8484
Austria,AUT,1993,1.361111,0.001,0,36.705555
Austria,AUT,1994,1.210555,0.001,0,35.7075
Austria,AUT,1995,1.857221,0.001,0.001,37.067223
Austria,AUT,1996,1.589444,0.001,0.005,34.21611
Austria,AUT,1997,1.711389,0.002,0.02,36.105278
Austria,AUT,1998,1.842777,0.002,0.045,37.163334
Austria,AUT,1999,1.5969118,0.002,0.051,40.69912
Austria,AUT,2000,1.5282793,0.003,0.067,41.83565
Austria,AUT,2001,1.667812,0.005,0.172,40.455482
Austria,AUT,2002,1.520444,0.009,0.203,40.227
Austria,AUT,2003,1.711921,0.015,0.366,33.214993
Austria,AUT,2004,2.05973,0.018,0.924,36.762283
Austria,AUT,2005,2.4401429,0.021018375,1.3312768,37.09514
Austria,AUT,2006,3.2547655,0.022386875,1.752793,35.656086
Austria,AUT,2007,4.0791254,0.024238374,2.037185,37.05445
Austria,AUT,2008,4.177986,0.03011991,2.0112574,38.32949
Austria,AUT,2009,4.2947526,0.04891428,1.9540402,40.896305
Austria,AUT,2010,4.500126,0.08881314,2.0639138,38.36342
Austria,AUT,2011,4.572212,0.17406996,1.9362364,34.23717
Austria,AUT,2012,4.691266,0.33748305,2.462029,43.8477
Austria,AUT,2013,4.7102733,0.625974,3.1532316,42.01672
Austria,AUT,2014,4.5615125,0.785246,3.845768,41.007236
Austria,AUT,2015,4.66263,0.937098,4.840343,37.156864
Austria,AUT,2016,4.7955213,1.096016,5.2348385,39.971336
Austria,AUT,2017,4.933439,1.268971,6.5715113,38.29375
Austria,AUT,2018,4.9433427,1.455132,6.0304294,37.63791
Austria,AUT,2019,4.6682663,1.702093,7.4500766,40.82597
Austria,AUT,2020,4.6011376,2.042934,6.7915306,41.99803
Austria,AUT,2021,4.3925185,2.1249056,6.751889,42.851505
Azerbaijan,AZE,1990,0,0,0,1.658
Azerbaijan,AZE,1991,0,0,0,1.7593
Azerbaijan,AZE,1992,0,0,0,1.7473
Azerbaijan,AZE,1993,0,0,0,2.426
Azerbaijan,AZE,1994,0,0,0,1.83
Azerbaijan,AZE,1995,0,0,0,1.556
Azerbaijan,AZE,1996,0,0,0,1.537
Azerbaijan,AZE,1997,0,0,0,1.712
Azerbaijan,AZE,1998,0,0,0,1.951
Azerbaijan,AZE,1999,0,0,0,1.506
Azerbaijan,AZE,2000,0,0,0,1.534
Azerbaijan,AZE,2001,0,0,0,1.301
Azerbaijan,AZE,2002,0,0,0,2.02
Azerbaijan,AZE,2003,0,0,0,2.47
Azerbaijan,AZE,2004,0,0,0,2.755
Azerbaijan,AZE,2005,0,0,0,3.0094
Azerbaijan,AZE,2006,0,0,0,2.518
Azerbaijan,AZE,2007,0,0,0,2.364
Azerbaijan,AZE,2008,0,0,0,2.232
Azerbaijan,AZE,2009,0,0,0.0021,2.3084
Azerbaijan,AZE,2010,0,0,0.0005,3.4463
Azerbaijan,AZE,2011,0,0,0,2.6758
Azerbaijan,AZE,2012,0,0,0,1.821
Azerbaijan,AZE,2013,0.067,0.0008,0.0008,1.4891
Azerbaijan,AZE,2014,0.087,0.0029,0.0023,1.2997
Azerbaijan,AZE,2015,0.0909,0.0046,0.0046,1.6375
Azerbaijan,AZE,2016,0.08725,0.0353,0.0228,1.9593
Azerbaijan,AZE,2017,0.08515,0.0372,0.0221,1.7464
Azerbaijan,AZE,2018,0.0811,0.03926,0.0827,1.768
Azerbaijan,AZE,2019,0.09795,0.0442,0.1054,1.5648
Azerbaijan,AZE,2020,0.1003,0.047,0.0961,1.0695
Azerbaijan,AZE,2021,0.0966,0.0552,0.0914,1.2773
Azerbaijan,AZE,1985,,,,1.3125618
Azerbaijan,AZE,1986,,,,0.8043308
Azerbaijan,AZE,1987,,,,0.8043308
Azerbaijan,AZE,1988,,,,0.6982652
Azerbaijan,AZE,1989,,,,0.6982652
Bangladesh,BGD,1971,0,0,0,0.175
Bangladesh,BGD,1972,0,0,0,0.175
Bangladesh,BGD,1973,0,0,0,0.331
Bangladesh,BGD,1974,0,0,0,0.243
Bangladesh,BGD,1975,0,0,0,0.436
Bangladesh,BGD,1976,0,0,0,0.494
Bangladesh,BGD,1977,0,0,0,0.437
Bangladesh,BGD,1978,0,0,0,0.506
Bangladesh,BGD,1979,0,0,0,0.587
Bangladesh,BGD,1980,0,0,0,0.583
Bangladesh,BGD,1981,0,0,0,0.625
Bangladesh,BGD,1982,0,0,0,0.523
Bangladesh,BGD,1983,0,0,0,0.662
Bangladesh,BGD,1984,0,0,0,0.897
Bangladesh,BGD,1985,0,0,0,0.739
Bangladesh,BGD,1986,0,0,0,0.45
Bangladesh,BGD,1987,0,0,0,0.517
Bangladesh,BGD,1988,0,0,0,0.675
Bangladesh,BGD,1989,0,0,0,0.92
